"","1on1","Cut","Dime in","field_goal","foul","Hdff_E_Re-Pick","Hdof F Post","Hdof_Scr.Rc","Hdof_Scrner","Hdof.E.Scr","Hdof/Post","Hdoff","Hdoff.E.Re-Pick","None","Pick","Pick_Screener","Pk_Hdof.Rc","Pk_Scr.Rc","Pk.E.Scr","Post","Rc.Hdof.E.Mk.One","Rc.Pk.E.Mk.Hdof","Rc.Scr.E.Mk.Hdof","Rc.Scr.E.MkOne","Rc.Scr.E.Pk","Re-Pick","Re-Screen","Scr_Hdof.Mk","Scr_Pker","Scr_Scrner","Scr.E.Hdof","Scr.E.Pk","Scr.E.Pk_SamePl","Screen","Seq.Scr.Mk","Spotup","Stg.Pk","Stg.Scr","turnover"
"Rc.Hdof.E.Mk.One",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Rc.Pk.E.Mk.Hdof",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rc.Scr.E.Mk.Hdof",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rc.Scr.E.MkOne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Rc.Scr.E.Pk",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
"Re-Pick",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Re-Screen",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Scr_Hdof.Mk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Scr_Pker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Scr_Scrner",0,3,1,3,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,1
"Scr.E.Hdof",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Scr.E.Pk",2,1,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,3,1,0
"Scr.E.Pk_SamePl",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
"Screen",9,1,0,15,3,0,0,16,0,0,0,18,0,2,35,0,0,2,0,6,0,0,3,1,8,0,4,0,0,15,1,21,7,61,11,3,2,57,2
"Seq.Scr.Mk",1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0
"Spotup",3,0,6,95,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,42,0,0,7
"Stg.Pk",3,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
"Stg.Scr",2,1,0,4,3,0,0,0,0,0,0,8,0,0,14,0,0,0,0,11,0,0,0,0,1,0,0,0,0,6,0,2,2,9,1,3,0,7,2
